,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,car_age,price_per_km
5848,Ford Figo Petrol LXI,290000,25000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0,13,18589.74358974359
5849,Tata Nano Lx BSIV,60000,90000,Petrol,Individual,Manual,First Owner,25.4,624.0,37.48,4.0,13,2362.2047244094488
5850,Maruti A-Star Vxi,120000,140000,Petrol,Individual,Manual,Third Owner,19.0,998.0,66.1,5.0,16,6315.789473684211
5851,Honda City i-DTEC VX,850000,103000,Diesel,Dealer,Manual,First Owner,25.6,1498.0,97.9,5.0,8,33203.125
5852,Toyota Innova Crysta 2.4 GX MT BSIV,1750000,23000,Diesel,Dealer,Manual,First Owner,13.68,2393.0,147.8,7.0,8,127923.97660818713
5853,Honda City i DTEC V,600000,128000,Diesel,Dealer,Manual,First Owner,26.0,1498.0,98.6,5.0,10,23076.923076923078
5854,Volkswagen Polo 1.5 TDI Highline,620000,33000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.8,5.0,10,30784.508440913603
5855,Maruti Alto LXi BSIII,150000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,16,7614.213197969543
5856,Hyundai Santro Xing GL,150000,40000,Petrol,Individual,Manual,Fourth & Above Owner,0.0,1086.0,62.0,5.0,14,inf
5857,Tata Indigo Grand Petrol,135000,40000,Petrol,Individual,Manual,Fourth & Above Owner,12.85,1396.0,99.6,5.0,17,10505.836575875486
5858,Tata Indica Vista Terra 1.4 TDI,200000,80000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0,14,11764.70588235294
5859,Maruti Ciaz ZDi,730000,70000,Diesel,Individual,Manual,First Owner,26.21,1248.0,88.5,5.0,10,27851.96489889355
5860,Toyota Innova 2.5 G (Diesel) 8 Seater,800000,100000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,12,61585.835257890685
5861,Mahindra Xylo E8,300000,90000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,8.0,16,21428.571428571428
5862,Ford Figo Diesel Titanium,190000,112000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,13,9500.0
5863,Honda Civic 1.8 V MT Inspire,350000,50000,Petrol,Individual,Manual,First Owner,15.5,1799.0,132.0,5.0,14,22580.645161290322
5864,Hyundai Xcent 1.1 CRDi S,509999,62000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,10,20901.59836065574
5865,Maruti Ertiga LDI,400000,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,13,19258.545979778526
5866,Toyota Innova 2.5 VX (Diesel) 7 Seater,800000,80000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,7.0,12,61585.835257890685
5867,Hyundai Creta 1.6 CRDi SX,930000,47552,Diesel,Individual,Manual,Second Owner,19.67,1582.0,126.2,5.0,9,47280.1220132181
5868,Maruti Vitara Brezza ZDi Plus Dual Tone,720000,40000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,5.0,9,29629.629629629628
5869,Ford Figo Petrol EXI,225000,15000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0,14,14423.076923076924
5870,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,20000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,6,41304.34782608696
5871,Hyundai i20 Active 1.2,530000,52000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,7,30831.878999418263
5872,Hyundai i20 Magna 1.2,470000,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,9,25268.817204301075
5873,Mahindra Bolero Power Plus Plus AC BSIV PS,650000,110000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,8,40726.81704260651
5874,Tata Safari Storme LX,540000,77500,Diesel,Individual,Manual,Second Owner,14.0,2179.0,138.1,7.0,11,38571.42857142857
5875,Maruti Swift VDI BSIV,459999,100000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,10,18253.928571428572
5876,Renault KWID RXL,325000,14700,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,6,12912.197059992053
5877,Maruti Omni MPI STD BSIV,240000,40000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,5.0,9,14285.714285714284
5878,Mahindra KUV 100 mFALCON G80 K2,400000,32000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,8,22038.56749311295
5879,Maruti Alto LXI,70000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,21,3553.299492385787
5880,Maruti Swift Dzire VXi,250000,80000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,16,14285.714285714286
5881,Toyota Innova 2.5 G (Diesel) 8 Seater,910000,80000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,11,70053.88760585066
5882,Maruti Swift Dzire VDI,720000,25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,7,25352.11267605634
5883,Maruti Swift Dzire ZDI,590000,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,10,22188.792779240317
5884,Chevrolet Tavera Neo 3 10 Seats BSIII,434000,120000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10.0,10,31958.76288659794
5885,Mahindra Bolero DI BSIII,145000,170000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,19,10661.764705882353
5886,Mahindra KUV 100 G80 K4 Plus 5Str,445000,19700,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,5.0,7,24517.906336088156
5887,Hyundai Santro Xing GL Plus LPG,191000,70000,LPG,Individual,Manual,First Owner,13.45,1086.0,62.1,5.0,14,14200.743494423792
5888,Ford Figo Aspire 1.5 TDCi Titanium,372000,50000,Diesel,Individual,Manual,Fourth & Above Owner,25.83,1498.0,99.0,5.0,7,14401.85830429733
5889,Maruti Wagon R LXI,65000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,20,3439.153439153439
5890,Hyundai Santro GLS I - Euro II,150000,60000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,18,7724.479811431644
5891,Ford Figo Diesel LXI,300000,140000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,5.0,10,15000.0
5892,Mahindra Scorpio 2.6 DX,125000,120000,Diesel,Individual,Manual,Third Owner,12.7,2609.0,116.6,8.0,22,9842.519685039371
5893,Tata Tigor 1.2 Revotron XZ Option,520000,40000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,8,25615.76354679803
5894,Maruti Alto 800 LXI,190000,70000,Petrol,Individual,Manual,Third Owner,22.74,796.0,47.3,5.0,11,8355.321020228672
5895,Datsun RediGO 1.0 S,310000,7000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,7,13777.777777777777
5896,Toyota Innova 2.5 VX 8 STR BSIV,750000,90000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,13,58593.75
5897,Mahindra TUV 300 mHAWK100 T8 AMT,750000,110000,Diesel,Individual,Automatic,First Owner,18.49,1493.0,100.0,7.0,9,40562.466197944836
5898,Maruti Alto K10 VXI,350000,15000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,6,14613.778705636743
5899,Maruti Alto 800 VXI,360000,5000,Petrol,Individual,Manual,First Owner,22.05,796.0,47.3,5.0,5,16326.530612244898
5900,Renault KWID RXE,285000,5000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,8,11323.00357568534
5901,Maruti Alto 800 LX,160000,70000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,12,7036.059806508356
5902,Datsun GO Plus D,229999,60000,Petrol,Individual,Manual,Second Owner,19.44,1198.0,67.0,7.0,10,11831.224279835391
5903,Maruti Alto LXi,85000,120000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,18,4314.720812182742
5904,Datsun RediGO 1.0 S,300000,7000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,7,13333.333333333334
5905,Mahindra Scorpio 2009-2014 SLE 7S BSIV,675000,120000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7.0,11,56016.59751037344
5906,Mahindra Scorpio 2009-2014 SLE 7S BSIII,700000,145241,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7.0,11,58091.28630705394
5907,Mahindra Scorpio 2.6 Turbo 7 Str,400000,110000,Diesel,Individual,Manual,First Owner,12.7,2609.0,116.6,8.0,17,31496.062992125986
5908,Renault KWID RXT,254999,30000,Petrol,Individual,Manual,Third Owner,25.17,799.0,53.3,5.0,9,10131.068732618196
5909,Mahindra Scorpio S10 7 Seater,1050000,80000,Diesel,Individual,Manual,Second Owner,15.4,2179.0,120.0,7.0,10,68181.81818181818
5910,Maruti Swift Dzire VDI,390000,100000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,12,16666.666666666668
5911,Toyota Etios Liva GD,450000,80000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,10,19075.87961000424
5912,Toyota Innova Crysta 2.8 GX AT BSIV,1630000,40000,Diesel,Individual,Automatic,Second Owner,11.36,2755.0,171.5,7.0,9,143485.91549295775
5913,Maruti Vitara Brezza VDi Option,725000,50000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,8,29835.390946502055
5914,Tata Safari Storme LX,466000,95500,Diesel,Individual,Manual,Second Owner,14.0,2179.0,138.1,7.0,12,33285.71428571428
5915,Jeep Compass 1.4 Sport,1520000,10000,Petrol,Individual,Manual,First Owner,16.0,1368.0,160.0,5.0,6,95000.0
5916,Maruti Alto K10 VXI,229999,53473,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,11,9603.29853862213
5917,Mahindra Bolero 2011-2019 DI NON AC BS III White,250000,100000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,63.0,9.0,14,15664.160401002506
5918,Mahindra XUV500 W10 2WD,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,9,84375.0
5919,Hyundai Santro Xing GLS,220000,80000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,12,12276.785714285714
5920,Hyundai Xcent 1.1 CRDi S,360000,120000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5.0,10,14754.098360655738
5921,Maruti Alto K10 VXI,350000,40000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,7,14613.778705636743
5922,Hyundai Verna 1.6 SX CRDi (O),500000,70000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,13,22401.433691756272
5923,Chevrolet Beat Diesel LT,145000,90000,Diesel,Individual,Manual,Third Owner,25.44,936.0,57.6,5.0,12,5699.6855345911945
5924,Chevrolet Sail Hatchback 1.2,300000,51000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.5,5.0,11,16483.516483516483
5925,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),180000,87000,Diesel,Individual,Manual,First Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,15,9269.375773717973
5926,Hyundai Accent GLE,180000,87000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5.0,16,13636.363636363638
5927,Mahindra Bolero GLX,200000,120000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,19,10299.306415242192
5928,Renault Duster 110PS Diesel RxL,620000,90000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0,11,32614.413466596525
5929,Toyota Etios G,360000,110000,Petrol,Individual,Manual,Third Owner,16.78,1496.0,88.73,5.0,10,21454.112038140644
5930,Hyundai Santro Xing GLS,245000,86000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,15,13671.874999999998
5931,Maruti Swift VDI BSIV,370000,120000,Diesel,Individual,Manual,First Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,16,19053.716868198055
5932,Ford Ikon 1.6 Really Sport,130000,80000,Petrol,Individual,Manual,Third Owner,14.2,1597.0,92.0,5.0,22,9154.929577464789
5933,Maruti Esteem LX - BSIII,70000,65000,Petrol,Individual,Manual,Fourth & Above Owner,15.9,1298.0,85.0,5.0,26,4402.5157232704405
5934,Maruti Esteem LX - BSIII,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,15.9,1298.0,85.0,5.0,26,4402.5157232704405
5935,Ford Fiesta 1.5 TDCi Titanium,650000,140000,Diesel,Individual,Manual,Second Owner,25.01,1498.0,89.75,5.0,11,25989.604158336664
5936,Maruti Swift VXI,610000,18000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,6,28760.018859028758
5937,Maruti Alto K10 VXI,300000,24000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,10,12526.096033402922
5938,Hyundai Grand i10 CRDi Magna,425000,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,11,17708.333333333332
5939,Hyundai Verna 1.6 SX CRDi (O),450000,150000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0,13,20161.290322580644
5940,Hyundai Verna 1.6 CRDI,450000,108000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5.0,14,20161.290322580644
5941,Hyundai i10 Sportz AT,340000,60000,Petrol,Individual,Automatic,Third Owner,16.95,1197.0,78.9,5.0,14,20058.997050147493
5942,Maruti Ertiga LDI Option,650000,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,12,31295.137217140105
5943,Tata Indigo CS LS (TDI) BS III,160000,70000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,16,8381.351492928236
5944,Tata Indica Vista TDI LS,250000,120000,Diesel,Individual,Manual,First Owner,19.1,1405.0,70.0,5.0,11,13089.005235602093
5945,Chevrolet Beat Diesel LT,225000,100000,Diesel,Individual,Manual,Third Owner,25.44,936.0,57.6,5.0,13,8844.33962264151
5946,Tata Indica V2 2001-2011 DLS BSIII,55000,75958,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5.0,18,3076.0626398210293
5947,Maruti 800 AC,42000,70000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,29,2608.695652173913
5948,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),250000,100000,Diesel,Individual,Manual,Second Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,13,12874.133019052739
5949,Hyundai Tucson CRDi,282000,128000,Diesel,Individual,Manual,Fourth & Above Owner,12.6,1991.0,112.0,7.0,19,22380.95238095238
5950,Tata Indica V2 DLS TC,80000,110000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,62.0,5.0,18,4761.9047619047615
5951,Maruti Swift Dzire VXI,500000,40000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,9,23980.815347721822
5952,Ford Figo Aspire 1.5 TDCi Ambiente,500000,70000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,9,19357.336430507163
5953,Maruti Swift VDI,400000,60000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,14,17467.248908296944
5954,Mahindra Bolero 2011-2019 SLX,550000,90000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,12,34461.15288220551
5955,Tata New Safari Dicor LX 4X2 BS IV,200000,70000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,7.0,18,14357.501794687725
5956,Hyundai i10 Sportz,280000,65000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,13,13752.4557956778
5957,Maruti Swift Dzire VDI,580000,88000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,11,24786.32478632479
5958,Tata Manza Aura (ABS) Quadrajet,100000,80000,Diesel,Individual,Manual,Third Owner,18.8,1248.0,90.0,5.0,16,5319.148936170212
5959,Mahindra Scorpio EX,550000,60000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8.0,11,39285.71428571428
5960,Mahindra TUV 300 T4 Plus,700000,38000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,8,37858.30178474852
5961,Tata Manza Aqua Safire,150000,80000,Petrol,Individual,Manual,Third Owner,15.0,1368.0,90.0,5.0,15,10000.0
5962,Hyundai EON Magna Plus,190000,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,11,9004.73933649289
5963,Mahindra Bolero 2011-2019 SLE,500000,110000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,12,31328.32080200501
5964,Maruti Swift VDI BSIV,640000,110000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,8,25396.825396825396
5965,Skoda Fabia 1.2L Diesel Elegance,340000,145000,Diesel,Individual,Manual,First Owner,20.86,1199.0,75.0,5.0,14,16299.137104506233
5966,Hyundai Elite i20 Asta Option Diesel,811000,43000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.76,5.0,6,35980.47914818101
5967,Maruti Ritz LDi,409999,120000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,9,17672.370689655174
5968,Maruti Swift Lxi BSIII,220000,136000,Petrol,Individual,Manual,Second Owner,16.1,1298.0,88.2,5.0,18,13664.596273291923
5969,Tata Indica V2 DLS BSIII,170000,120000,Diesel,Individual,Manual,Second Owner,17.88,1405.0,48.21,5.0,12,9507.829977628637
5970,Hyundai Elite i20 Petrol Asta Option,700000,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,7,37634.408602150535
5971,Mahindra Scorpio S10 4WD,950000,80000,Diesel,Individual,Manual,Second Owner,15.4,2179.0,120.0,7.0,10,61688.31168831169
5972,Hyundai Accent GLS 1.6 ABS,80000,40000,Petrol,Individual,Manual,Second Owner,14.4,1599.0,94.0,5.0,22,5555.555555555556
5973,Maruti Swift Dzire VDI,420000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,11,17948.71794871795
5974,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,899000,35000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,7,35816.73306772908
5975,Datsun GO T Petrol,459999,35000,Petrol,Individual,Manual,First Owner,19.83,1198.0,67.0,5.0,6,23197.12556732224
5976,Hyundai Verna CRDi SX ABS,150000,120000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5.0,17,8287.292817679558
5977,Renault KWID 1.0 RXT Optional,350000,25000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,8,15210.777922642328
5978,Toyota Etios GD,509999,100000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0,10,21619.287833827893
5979,Mahindra Bolero 2011-2019 Plus Non AC,500000,120000,Diesel,Individual,Manual,Third Owner,15.96,2523.0,62.1,9.0,12,31328.32080200501
5980,Tata Zest Revotron 1.2 XT,370000,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,8,21058.62265224815
5981,Maruti Alto K10 2010-2014 VXI,240000,44000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,12,11472.27533460803
5982,Hyundai i20 Asta 1.4 CRDi,530000,100000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,10,23513.753327417926
5983,Mahindra Scorpio S10 7 Seater,1000000,133000,Diesel,Individual,Manual,Second Owner,15.4,2179.0,120.0,7.0,10,64935.06493506493
5984,Toyota Innova Crysta 2.4 VX MT BSIV,1600000,35000,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,7.0,7,116959.06432748538
5985,Hyundai i10 Sportz,350000,64000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,11,17190.56974459725
5986,Mahindra XUV500 AT W10 FWD,1100000,70000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,10,68750.0
5987,Hyundai i20 1.2 Magna,220000,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5.0,14,11891.891891891892
5988,Hyundai Grand i10 Sportz,350000,100000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,10,18518.51851851852
5989,Maruti Swift LDI,370000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,12,16157.205240174673
5990,Maruti Swift Dzire VXi,220000,50000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,11,12571.42857142857
5991,Mahindra KUV 100 mFALCON D75 K4,400000,50000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,8,15797.788309636651
5992,Ford EcoSport 1.5 Petrol Ambiente BSIV,570000,31596,Petrol,Dealer,Manual,First Owner,17.0,1497.0,121.36,5.0,8,33529.41176470588
5993,Mahindra XUV500 W6 2WD,650000,85710,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7.0,12,43046.35761589404
5994,Toyota Fortuner 3.0 Diesel,1680000,129627,Diesel,Dealer,Manual,First Owner,11.5,2982.0,171.0,7.0,13,146086.95652173914
5995,Datsun RediGO T Option,250000,10000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,7,11013.215859030837
5996,Hyundai i10 Sportz,320000,15000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,11,15717.092337917486
5997,Maruti Wagon R AMT VXI,440000,35000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,8,21452.94978059483
5998,Hyundai i20 Sportz 1.2,315000,49000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,12,17027.027027027027
5999,Hyundai Santro Xing ABS,100000,70000,Petrol,Individual,Manual,Third Owner,19.41878335651954,1428.1927441027171,87.30303358208954,5.0,18,5149.653207621096
6000,Tata Manza Aura Quadrajet,202999,158000,Diesel,Individual,Manual,First Owner,18.8,1248.0,90.0,5.0,15,10797.81914893617
6001,Hyundai EON Era,179000,30000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,13,8483.41232227488
6002,Hyundai i10 Magna 1.2 iTech SE,140000,60000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,17,6876.2278978389
6003,Maruti Zen Estilo 1.1 LXI BSIII,150000,40000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0,17,8241.758241758242
6004,Mahindra Bolero SLX,440000,60000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,14,32352.941176470587
6005,Ford Figo Diesel EXI,250000,55130,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.0,5.0,14,12500.0
6006,Maruti Wagon R VXI BS IV,330000,22000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,11,16089.712335446122
6007,Ford Figo Petrol ZXI,250000,48000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0,15,16025.641025641025
6008,Hyundai i20 Magna,335000,45000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,13,18108.108108108107
6009,Mahindra XUV500 W4,1025000,22522,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7.0,9,64062.5
6010,Hyundai i20 1.2 Magna,320000,51856,Petrol,Dealer,Manual,Third Owner,18.5,1197.0,80.0,5.0,13,17297.297297297297
6011,Maruti Ciaz RS ZXi Plus,550000,29434,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,10,26531.59671972986
6012,Honda WR-V i-DTEC VX,800000,25000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,7,31372.549019607843
6013,Tata Tiago 1.2 Revotron XZ,380000,28000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5.0,8,15939.597315436242
6014,Renault Duster 85PS Diesel RxL Optional,400000,44500,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,5.0,12,19550.34213098729
6015,Maruti Wagon R VXI BS IV,375000,34500,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,9,18283.764017552414
6016,Honda City i-VTEC CVT ZX,1100000,20000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,8,61111.11111111111
6017,Hyundai i20 1.2 Spotz,650000,15000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,7,34946.23655913978
6018,Nissan Micra XV CVT,361000,26000,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,5.0,11,18665.977249224405
6019,Hyundai EON D Lite Plus,140000,20000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,13,6635.071090047393
6020,Hyundai Xcent 1.2 VTVT S,550000,3000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,6,27308.83813306852
6021,Honda Amaze VX Petrol BSIV,670000,20000,Petrol,Individual,Manual,First Owner,19.5,1199.0,88.76,5.0,6,34358.97435897436
6022,Maruti Vitara Brezza ZDi Plus,880000,25000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,8,36213.99176954733
6023,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,35000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,7,41304.34782608696
6024,Chevrolet Cruze LTZ,300000,60000,Diesel,Individual,Manual,First Owner,18.3,1991.0,147.9,5.0,15,16393.44262295082
6025,Honda City i-VTEC CVT VX,1150000,6825,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,8,63888.88888888889
6026,Chevrolet Cruze LTZ AT,450000,155000,Diesel,Individual,Automatic,First Owner,14.81,1998.0,163.7,5.0,10,30384.87508440243
6027,Maruti Eeco CNG 5 Seater AC BSIV,375000,50000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,7,17092.069279854146
6028,Maruti Ertiga BSIV VXI,600000,13500,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7.0,9,34285.71428571428
6029,Toyota Innova 2.5 V Diesel 8-seater,700000,260000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,17,54687.5
6030,Hyundai Xcent 1.2 CRDi S,600000,65000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,7,23622.04724409449
6031,Mahindra Xylo H9,630000,95000,Diesel,Individual,Manual,Second Owner,14.02,2179.0,118.3,8.0,11,44935.8059914408
6032,Maruti Ciaz ZXi,590000,40000,Petrol,Individual,Manual,Second Owner,20.73,1373.0,91.1,5.0,9,28461.16739025567
6033,Hyundai Santro Era,420000,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,6,20689.655172413793
6034,Mitsubishi Pajero Sport 4X4 Dual Tone,1950000,120000,Diesel,Individual,Manual,First Owner,13.5,2477.0,175.56,7.0,9,144444.44444444444
6035,Tata New Safari Dicor EX 4X2 BS IV,541000,112011,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.1,7.0,12,38837.04235463029
6036,Toyota Innova 2.5 G (Diesel) 7 Seater,900000,125000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,10,69284.06466512702
6037,Tata Manza Aura Quadrajet,250000,43000,Diesel,Individual,Manual,First Owner,18.8,1248.0,90.0,5.0,16,13297.87234042553
6038,Mahindra Bolero 2011-2019 SLE,670000,53534,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,6,41979.94987468672
6039,Tata Tigor 2017-2020 XZ Plus,530000,20000,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,6,26108.374384236453
